Lichen.metagenomes	Source	Produced	Run	Batch	architecture	family	order	class	bacteria_other	mycobiont	fungi_other	photobiont_chloro	algae_other	photobiont_cyano	cephalodia_cyano	mycobiont_missassigned	cypho	tremella	mycobiont_all	depth
Leptogium hirsutum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722137	second	macro		Peltigerales	Lecanoromycetes	12.873974324	0	0	0	0	14.29651935	0	0	0	0	0	2618053100
Heterodermia speciosa	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722138	second	macro	Physciaceae	Caliciales	Lecanoromycetes	10.725771983	43.40744209	0	0	0	0	0	0	0	0	43.40744209	2719689388
Parmotrema cetratum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722139	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	29.778832568	13.93838113	0	0	0	0	0	0	0	0	13.93838113	3225231348
Platismatia tuckermanii	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722140	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	34.069107465	15.88343007	0	0	0	0	0	0	0	0	15.88343007	1728674878
Phaeophyscia squarrosa	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722141	second	macro	Physciaceae	Caliciales	Lecanoromycetes	1.156103561	20.16034063	0	0	0	0	0	0	0	0	20.16034063	3306673198
Acrocordia megalospora	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722142	second	crust	Monoblastiaceae Walt.Watson	Monoblastiales	Dothideomycetes	0	0	0	0	0	0	0	0	0	0	0	793381784
Zwackhia viridis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722143	second	crust		Arthoniales	Arthoniomycetes	65.033827379	12.32966298	0	0	0	0	0	0	0	0	12.32966298	3066559944
Heterodermia appalachiensis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722144	second	macro	Physciaceae	Caliciales	Lecanoromycetes	10.2035993	24.43654638	3.32404563	0	0	0	0	0	0	0	24.43654638	2665979896
Leptogium chloromelum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722145	second	macro		Peltigerales	Lecanoromycetes	42.659687238	12.74378714	0	0	0	40.40285972	0	0	0	0	12.74378714	3367211212
Phaeocalicium polyporaeum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722146	second	crust		Mycocaliciales	Eurotiomycetes	0	0	0	0	0	0	0	0	0	0	0	2906528332
Byssoloma subdiscordans	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722147	second	crust	Pilocarpaceae	Lecanorales	Lecanoromycetes	0	87.83621328	4.362218912	0	0	0	0	0	0	0	87.83621328	4099305418
Peltigera neopolydactyla	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722148	second	macro		Peltigerales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	66356044
Peltigera sp. Lendemer_46965_NY-2794668	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722149	second	macro		Peltigerales	Lecanoromycetes	57.734154015	0	0	0	0	28.16260137	0	0	0	0	0	4395393164
Cladonia arbuscula	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722150	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	37.121347206	47.60826184	0	0	0	0	0	0	0	0	47.60826184	3628523054
Usnocetraria oakesiana	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722151	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	6.9436627	7.605562287	0	0	0	0	0	0	0	0	7.605562287	1407435666
Micarea neostipitata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722152	second	crust	Pilocarpaceae	Lecanorales	Lecanoromycetes	23.845082755	0	0	5.041614341	0	0	0	0	0	0	0	2109363394
Sarea resinae	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722153	second	crust		0	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	160303412
Lecanora strobilina	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722154	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	61.997584801	31.39782056	5.359976832	2.871329952	0	0	0	0	0	0	31.39782056	2645645632
Umbilicaria pennsylvanica	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722155	second	macro		Umbilicariales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	363665682
Melanelia stygia	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722156	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	51.124781583	8.661665701	11.124058546	0	0	0	0	0	0	0	8.661665701	2739296436
Lecidea sp. Lendemer_46382_NY-2795264	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722157	second	crust		Lecideales	Lecanoromycetes	7.344726975	28.21858854	0	2.306456953	0	0	0	0	0	0	28.21858854	2552295016
Lecanora albella	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722158	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	18.144035818	49.07196836	0	0	0	0	0	0	0	0	49.07196836	3276275992
Ochrolechia arborea	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722159	second	crust		Pertusariales	Lecanoromycetes	5.427505595	54.96137336	5.464012951	0	0	0	0	0	0	0	54.96137336	3374233920
Herteliana schuyleriana	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722160	second	crust	Ramalinaceae	Lecanorales	Lecanoromycetes	20.172299576	0	0	0	0	0	0	47.05369708	0	0	47.05369708	2987733112
Leptogium austroamericanum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722161	second	macro		Peltigerales	Lecanoromycetes	19.247668703	11.08690216	0	0	0	23.14710747	0	0	0	0	11.08690216	3248286632
Hypogymnia incurvoides	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722162	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	16.135449283	0	0	0	0	0	0	0	0	0	0	1359847714
Tephromela atra	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722163	second	crust	Tephromelataceae	Lecanorales	Lecanoromycetes	13.180088038	17.88973596	0	0	0	0	0	0	0	0	17.88973596	2968349846
Lecidea tessellata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722164	second	crust		Lecideales	Lecanoromycetes	22.732065331	43.93963072	1.739078906	0	0	0	0	0	0	0	43.93963072	2822949228
Rhizocarpon subgeminatum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722165	second	crust		Rhizocarpales	Lecanoromycetes	47.317302718	41.25160977	16.961220778	0	0	0	0	0	0	0	41.25160977	3570968498
Parmotrema xanthinum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722166	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	20.643422937	39.66943305	0	1.810022588	0	0	0	0	0	0	39.66943305	3127245938
Dimelaena oreina	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722167	second	crust	Caliciaceae	Caliciales	Lecanoromycetes	14.634852138	43.81018115	0	0.813141269	0	0	0	0	0	0	43.81018115	2926657538
Parmotrema stuppeum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722168	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	9.197791802	20.77677327	0	0	0	0	0	0	0	0	20.77677327	2464742196
Punctelia appalachiensis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722169	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	20.566675702	18.61074241	0	0	0	0	0	0	0	0	18.61074241	3391945314
Cladonia rangiferina	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722170	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	47.227166203	32.14693562	0	0	0	0	0	0	0	0	32.14693562	2876458192
Cladonia uncialis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722171	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	3.616152824	45.82014297	0	0	0	0	0	0	0	0	45.82014297	2681839426
Chrysothrix xanthina	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722172	second	crust		Arthoniales	Arthoniomycetes	62.290063298	0	0	2.581261452	0	0	0	0	0	0	0	2578131720
Melanohalea halei	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722173	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	16.347471153	15.79710563	0	0	0	0	0	0	0	0	15.79710563	2278285886
Parmotrema diffractaicum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722174	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	7.389558312	9.880835851	0	0	0	0	0	0	0	0	9.880835851	1324337648
Nephroma helveticum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722175	second	macro		Peltigerales	Lecanoromycetes	2.05755251	6.130716122	0	0	0	17.07431599	0	0	0	0	6.130716122	1680805160
Xanthocarpia feracissima	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722176	second	crust		Teloschistales	Lecanoromycetes	119.719196499	37.5919958	4.133392654	0	0	0	0	0	0	0	37.5919958	4742255264
Biatora appalachensis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722177	second	crust	Ramalinaceae	Lecanorales	Lecanoromycetes	8.598666834	34.67813508	4.934405105	4.145613727	0	0	0	0	0	0	34.67813508	2779935066
Schismatomma glaucescens	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722178	second	crust		Arthoniales	Arthoniomycetes	0	0	0	0	0	0	0	0	0	0	0	2201278
Porina heterospora	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722179	second	crust		Gyalectales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	3349180
fungal sp. Lendemer_46730_NY-2794914	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722180	second	crust		0	Unknown	0	0	0	0	0	0	0	0	0	0	0	42171280
Gomphillus calycioides	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722181	second	crust		Gyalectales	Lecanoromycetes	0	14.07122897	12.6981475	0	0	0	0	0	0	0	14.07122897	2501883062
Chaenotheca balsamconensis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722182	second	crust		Coniocybales	Coniocybomycetes	0	0	0	0	0	0	0	0	0	0	0	158034788
Chaenotheca furfuracea	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722183	second	crust		Coniocybales	Coniocybomycetes	0	0	0	0	0	0	0	0	0	0	0	12759802
Lecanora hybocarpa	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722184	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	2.255630489	19.40044771	0	0	0	0	0	0	0	0	19.40044771	2134534188
Mycobilimbia sp. Lendemer_46123_NY-2606825	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722185	second	crust		Lecideales	Lecanoromycetes	15.44457339	0	0	0	0	0	0	22.24824613	0	0	22.24824613	1975321902
Lepra pustulata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722186	second	crust		Pertusariales	Lecanoromycetes	0	8.179322942	0	0	0	0	0	0	0	0	8.179322942	548060842
Lepraria xanthonica	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722187	second	crust	Stereocaulaceae	Lecanorales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	919288
Xylographa vitiligo	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722188	second	crust		Baeomycetales	Lecanoromycetes	124.661078363	40.56852629	26.419568581	10.652189956	0	0	0	0	0	0	40.56852629	7175223436
Bacidia schweinitzii	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722195	second	crust	Ramalinaceae	Lecanorales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	17738574
Leptogium corticola	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722197	second	macro		Peltigerales	Lecanoromycetes	0	6.471546213	0	0	0	11.13021913	0	0	0	0	6.471546213	1968745248
Arthonia vinosa	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722200	second	crust		Arthoniales	Arthoniomycetes	0	0	0	0	0	0	0	0	0	0	0	12708462
Lecidea nylanderi	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722201	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	13410310
Hypocenomyce scalaris	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722202	second	crust		Umbilicariales	Lecanoromycetes	0	20.8996642	0	0	0	0	0	0	0	0	20.8996642	958576992
Ricasolia quercizans	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722208	second	macro		Peltigerales	Lecanoromycetes	1.490437985	0	0	0	0	0	0	9.456444008	0	0	9.456444008	1648319322
Rinodina buckii	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722209	second	crust	Physciaceae	Caliciales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	27209898
Caloplaca camptidia	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722210	second	crust		Teloschistales	Lecanoromycetes	6.07704504	32.95440909	1.112377705	0	0	0	0	0	0	0	32.95440909	3531005442
Pseudosagedia isidiata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722213	second	crust		Gyalectales	Lecanoromycetes	10.136398784	21.86429421	6.615328341	0	0	0	0	0	0	0	21.86429421	2461390902
Buellia vernicoma	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722215	second	crust		Caliciales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	47813244
Hypotrachyna sp. JCL-2020a	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722219	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	8.905672427	34.87789314	0	0	0	0	0	0	0	0	34.87789314	3196541952
Lecania croatica	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722220	second	crust	Ramalinaceae	Lecanorales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	2522304
Megalospora porphyritis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722221	second	crust		Teloschistales	Lecanoromycetes	44.093178746	48.5772774	0	0	0	0	0	0	0	0	48.5772774	3561442512
Arthonia quintaria	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722222	second	crust		Arthoniales	Arthoniomycetes	9.360114402	0	0	0	0	0	0	12.93423894	0	0	12.93423894	2453653662
Lopadium disciforme	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722225	second	crust		Lecideales	Lecanoromycetes	7.997450862	0	0	0	0	0	0	0	0	0	0	1290245472
Lecidea roseotincta	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722229	second	crust		Lecideales	Lecanoromycetes	77.889766918	0	0.782431088	0	0	0	0	26.7847606	0	0	26.7847606	3274847230
Coccocarpia palmicola	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722230	second	macro		Peltigerales	Lecanoromycetes	51.1838263	14.41593739	0	0	0	42.32784021	0	0	0	0	14.41593739	3408952142
Lecanora masana	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722231	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	56.157426313	55.90449884	0	0	0	0	0	0	0	0	55.90449884	4201317394
Lecanora rugosella	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722232	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	22.63284568	50.29315103	0	0	0	0	0	0	0	0	50.29315103	3456403590
Arthothelium ruanum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722233	second	crust		Arthoniales	Arthoniomycetes	26.448734983	29.65447546	0	0	0	0	0	0	0	0	29.65447546	3503086146
Trapelia coarctata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722251	second	crust		Baeomycetales	Lecanoromycetes	11.173225108	60.38922659	0	0	0	0	0	0	0	0	60.38922659	2592571548
Lepraria leprolomopsis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722272	second	crust	Stereocaulaceae	Lecanorales	Lecanoromycetes	5.073610874	11.10659497	0	0	0	0	0	0	0	0	11.10659497	2220173838
Leprocaulon nicholsiae	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722274	second	crust		Leprocaulales	Lecanoromycetes	11.876554054	12.91290171	0	0	0	0	0	0	0	0	12.91290171	2402037634
Micareopsis irriguata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722275	second	crust	Pilocarpaceae	Lecanorales	Lecanoromycetes	53.194818505	8.912744824	0	0	0	0	0	0	0	0	8.912744824	1516342604
Cystocoleus ebeneus	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722276	second	macro		Capnodiales	Dothideomycetes	38.370231668	0	0	0	0	0	0	0	0	0	0	1080803036
Cladonia furcata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722277	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	16.691566924	25.11291067	0	0	0	0	0	0	0	0	25.11291067	2116714376
Buellia spuria	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722278	second	crust		Caliciales	Lecanoromycetes	11.95629699	15.48684466	0	0	0	0	0	0	0	0	15.48684466	1658886000
Byssoloma meadii	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722279	second	crust	Pilocarpaceae	Lecanorales	Lecanoromycetes	8.023625448	12.7544344	0	0	0	0	0	0	0	0	12.7544344	1650799950
Dictyomeridium proponens	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722280	second	crust		Trypetheliales	Dothideomycetes	15.35579774	14.41564749	0	0	0	0	0	0	0	0	14.41564749	1604343592
Viridothelium virens	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722281	second	crust		Trypetheliales	Dothideomycetes	3.512189688	24.42836788	0	1.472098962	0	0	0	0	0	0	24.42836788	1967710294
Peltigera neckeri	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722282	second	macro		Peltigerales	Lecanoromycetes	5.3406474	0	0	0	0	6.997481855	0	0	0	0	0	2249326804
Cresponea flava	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722283	second	crust		Arthoniales	Arthoniomycetes	0	0	0	0	0	0	0	0	0	0	0	80030
Scytinium dactylinum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722285	second	macro		Peltigerales	Lecanoromycetes	2.114568002	0	0	0	0	15.872043856	0	0	0	0	0	2085198864
Micarea peliocarpa	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722286	second	crust	Pilocarpaceae	Lecanorales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	6853890
Flakea papillata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722287	second	macro		Verrucariales	Eurotiomycetes	19.67830777	0	0	0	0	0	0	0	0	0	0	1486629428
Dibaeis sorediata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722288	second	crust		Pertusariales	Lecanoromycetes	9.232715401	15.84203784	0	0	0	0	0	0	0	0	15.84203784	1372978674
Parmotrema rampoddense	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722289	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	18.7798744	0	0	0	0	0	0	0	0	18.7798744	1404831218
Cladonia robbinsii	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722290	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	13.609784205	19.0777668	0	0	0	0	0	0	0	0	19.0777668	1473725270
Tuckermannopsis ciliaris	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722291	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	4.168930106	14.08210732	0	0	0	0	0	0	0	0	14.08210732	1772277034
Cladonia rangiferina	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722292	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	10.178230918	37.43383146	0	0	0	0	0	0	0	0	37.43383146	1835472346
Cladonia subtenuis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722293	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	11.398979969	36.14055095	0	0	0	0	0	0	0	0	36.14055095	1996136648
Cladonia caroliniana	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722294	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	3.623154606	22.46007079	0	0	0	0	0	0	0	0	22.46007079	1512306978
Cladonia ravenelii	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722296	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	11.632190653	9.15115019	0	0	0	0	0	0	0	0	9.15115019	1697605722
Gyalideopsis bartramiorum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722297	second	crust		Gyalectales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	235255886
Cladonia subtenuis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722298	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	29.276640655	15.83158057	0	0	0	0	0	0	0	0	15.83158057	1804158872
Cladonia squamosa	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722299	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	47.492108983	40.65134593	0	0	0	0	0	0	0	0	40.65134593	2773612998
Punctelia caseana	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722300	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	6.143202072	26.50395258	0	0	0	0	0	0	0	0	26.50395258	2235551678
Cladonia leporina	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722301	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	20.191514041	25.08813777	0	0	0	0	0	0	0	0	25.08813777	1832608178
Hypotrachyna osseoalba	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722302	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0	12.83494905	0	0	0	0	0	0	0	0	12.83494905	1307381556
Rinodina brauniana	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722303	second	crust	Physciaceae	Caliciales	Lecanoromycetes	2.864035716	0	0	0	0	0	0	15.87905495	0	0	15.87905495	1778492798
Micareopsis irriguata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722304	second	crust	Pilocarpaceae	Lecanorales	Lecanoromycetes	14.507204242	12.97687903	0	0	0	0	0	0	0	0	12.97687903	1610200580
Heterodermia langdoniana	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722305	second	macro	Physciaceae	Caliciales	Lecanoromycetes	9.829630023	10.7998363	0	0	0	0	0	0	0	0	10.7998363	1941179594
Placynthium petersii	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722307	second	macro		Peltigerales	Lecanoromycetes	0	11.59615939	0	0	0	40.58924003	0	0	0	0	11.59615939	1961472484
Willeya diffractella	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722308	second	crust		Verrucariales	Eurotiomycetes	18.958487976	50.96604093	0	0	0	0	0	0	0	0	50.96604093	4793372086
Lecanora markjohnstonii	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722309	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	28.021071222	17.40084365	0	0	0	0	0	0	0	0	17.40084365	1625514094
Parmotrema austrosinense	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722310	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	8.735346671	13.20982374	0	0	0	0	0	0	0	0	13.20982374	1672216582
Phlyctis boliviensis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722311	second	crust		Gyalectales	Lecanoromycetes	0	13.69203761	0	0	0	0	0	0	0	0	13.69203761	710159342
Protoblastenia rupestris	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722312	second	crust	Psoraceae	Lecanorales	Lecanoromycetes	0	15.87880613	0	0	0	0	0	0	0	0	15.87880613	1014178514
Phlyctis petraea	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722313	second	crust		Gyalectales	Lecanoromycetes	0	35.85136683	0	0	0	0	0	0	0	0	35.85136683	1821332102
Peltigera phyllidiosa	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722314	second	macro		Peltigerales	Lecanoromycetes	7.741155861	0	0	0	0	2.304704031	0	0	0	0	0	897036338
Scytinium lichenoides	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722315	second	macro		Peltigerales	Lecanoromycetes	0	0	0	0	0	0	0	0	0	0	0	1704530582
Heterodermia echinata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722316	second	macro	Physciaceae	Caliciales	Lecanoromycetes	0	31.17576763	0	0	0	0	0	0	0	0	31.17576763	2324797208
Kephartia crystalligera	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722318	second	crust	Lecideaceae Chevall.	Lecideales	Lecanoromycetes	1.77488885	23.23341951	0	0	0	0	0	0	0	0	23.23341951	1177079730
Cladonia furcata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722319	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	0	36.52991596	0	0	0	0	0	0	0	0	36.52991596	2200427266
Peltigera praetextata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722320	second	macro		Peltigerales	Lecanoromycetes	37.240636981	0	0	0	0	19.23454808	0	0	0	0	0	1735397700
Bagliettoa baldensis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722321	second	crust		Verrucariales	Eurotiomycetes	0	0	0	0	0	0	0	0	0	0	0	210725936
Trentepohlia sp. Tripp_6417_NY-2796640	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722322	second	Unknown		0	Unknown	0	0	0	0	0	0	0	0	0	0	0	890105740
Nadvornikia sorediata	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722323	second	crust		Gyalectales	Lecanoromycetes	0	8.309797351	0	0	0	0	0	0	0	0	8.309797351	1568205064
Lepraria disjuncta	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722324	second	crust	Stereocaulaceae	Lecanorales	Lecanoromycetes	0	0	0	0	0	0	0	9.603530398	0	0	9.603530398	1072225632
Parmotrema internexum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722325	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	10.39623876	16.89249611	0	0	0	0	0	0	0	0	16.89249611	1889563868
Parmotrema arnoldii	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722326	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0.888380921	24.41246248	0	0	0	0	0	0	0	0	24.41246248	1898066678
Catillaria lenticularis	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722327	second	crust	Catillariaceae	Lecanorales	Lecanoromycetes	12.35842848	0	0	0	0	0	0	17.57802029	0	0	17.57802029	1485406932
Parmotrema cetratum	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722329	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	2.992531197	9.266017371	0	0	0	0	0	0	0	0	9.266017371	1792631532
Pertusaria obruta	Lendemer et al. 2019	University of Colorado, Boulder	SRR14722330	second	crust		Pertusariales	Lecanoromycetes	1.171667085	14.3433296	0	2.06181804	0	0	0	0	0	0	14.3433296	1445485854
Peltigera dolichorhiza	Cornet et al. 2021	Sequenced in University of Iowa, Submitted by University of Liege	SRR11456918	third	macro	Peltigeraceae	Peltigerales	Lecanoromycetes	101.766400515	74.49129638	0	0	0	164.2090158	0	0	0	0	74.49129638	12580023514
Peltigera hydrothyria	Cornet et al. 2021	Sequenced in University of Iowa, Submitted by University of Liege	SRR11456922	third	macro	Peltigeraceae	Peltigerales	Lecanoromycetes	204.06923795	33.39007385	0	0	0	516.90088694	0	0	0	0	33.39007385	17025986880
Peltigera hydrothyria	Cornet et al. 2021	Sequenced in University of Iowa, Submitted by University of Liege	SRR11456923	third	macro	Peltigeraceae	Peltigerales	Lecanoromycetes	90.548232024	30.46815292	0	0	0	257.2448453	0	0	0	0	30.46815292	12708455960
Xanthoparmelia neocumberlandia	Smith et al. 2020	Brigham Young University	SRR12240175	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	0.8602311	11.36225797	0	0	0	0	0	0	0	0	11.36225797	1101309616
