metagenome	bacteria_other	mycobiont	fungi_other	photobiont_chloro	algae_other	photobiont_cyano	cephalodia_cyano	mycobiont_missassigned	cypho	tremella	total	Lichen.metagenomes	Source	Produced	Batch	architecture	family	order	class	depth
SRR14722280	1	1	0	0	0	0	0	0	0	0	2	Dictyomeridium proponens	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Trypetheliales	Dothideomycetes	1604343592
SRR14722281	2	1	0	1	0	0	0	0	0	0	4	Viridothelium virens	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Trypetheliales	Dothideomycetes	1967710294
SRR14722282	2	0	0	0	0	1	0	0	0	0	3	Peltigera neckeri	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Peltigerales	Lecanoromycetes	2249326804
SRR14722285	1	0	0	0	0	2	0	0	0	0	3	Scytinium dactylinum	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Peltigerales	Lecanoromycetes	2085198864
SRR14722287	1	0	0	0	0	0	0	0	0	0	1	Flakea papillata	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Verrucariales	Eurotiomycetes	1486629428
SRR14722288	1	1	0	0	0	0	0	0	0	0	2	Dibaeis sorediata	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Pertusariales	Lecanoromycetes	1372978674
SRR14722289	0	1	0	0	0	0	0	0	0	0	1	Parmotrema rampoddense	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1404831218
SRR14722290	4	1	0	0	0	0	0	0	0	0	5	Cladonia robbinsii	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	1473725270
SRR14722291	3	1	0	0	0	0	0	0	0	0	4	Tuckermannopsis ciliaris	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1772277034
SRR14722292	5	1	0	0	0	0	0	0	0	0	6	Cladonia rangiferina	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	1835472346
SRR14722293	4	1	0	0	0	0	0	0	0	0	5	Cladonia subtenuis	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	1996136648
SRR14722294	1	1	0	0	0	0	0	0	0	0	2	Cladonia caroliniana	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	1512306978
SRR14722296	4	1	0	0	0	0	0	0	0	0	5	Cladonia ravenelii	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	1697605722
SRR14722298	4	1	0	0	0	0	0	0	0	0	5	Cladonia subtenuis	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	1804158872
SRR14722299	6	1	0	0	0	0	0	0	0	0	7	Cladonia squamosa	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	2773612998
SRR14722300	4	1	0	0	0	0	0	0	0	0	5	Punctelia caseana	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	2235551678
SRR14722301	3	1	0	0	0	0	0	0	0	0	4	Cladonia leporina	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	1832608178
SRR14722302	0	1	0	0	0	0	0	0	0	0	1	Hypotrachyna osseoalba	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1307381556
SRR14722303	2	0	0	0	0	0	0	1	0	0	3	Rinodina brauniana	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Physciaceae	Caliciales	Lecanoromycetes	1778492798
SRR14722304	3	1	0	0	0	0	0	0	0	0	4	Micareopsis irriguata	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Pilocarpaceae	Lecanorales	Lecanoromycetes	1610200580
SRR14722305	2	1	0	0	0	0	0	0	0	0	3	Heterodermia langdoniana	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Physciaceae	Caliciales	Lecanoromycetes	1941179594
SRR14722307	0	1	0	0	0	1	0	0	0	0	2	Placynthium petersii	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Peltigerales	Lecanoromycetes	1961472484
SRR14722308	2	1	0	0	0	0	0	0	0	0	3	Willeya diffractella	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Verrucariales	Eurotiomycetes	4793372086
SRR14722309	6	1	0	0	0	0	0	0	0	0	7	Lecanora markjohnstonii	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	1625514094
SRR14722310	3	1	0	0	0	0	0	0	0	0	4	Parmotrema austrosinense	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1672216582
SRR14722311	0	1	0	0	0	0	0	0	0	0	1	Phlyctis boliviensis	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Gyalectales	Lecanoromycetes	710159342
SRR14722312	0	1	0	0	0	0	0	0	0	0	1	Protoblastenia rupestris	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Psoraceae	Lecanorales	Lecanoromycetes	1014178514
SRR14722313	0	1	0	0	0	0	0	0	0	0	1	Phlyctis petraea	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Gyalectales	Lecanoromycetes	1821332102
SRR14722314	2	0	0	0	0	1	0	0	0	0	3	Peltigera phyllidiosa	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Peltigerales	Lecanoromycetes	897036338
SRR14722316	0	1	0	0	0	0	0	0	0	0	1	Heterodermia echinata	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Physciaceae	Caliciales	Lecanoromycetes	2324797208
SRR14722318	1	1	0	0	0	0	0	0	0	0	2	Kephartia crystalligera	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Lecideaceae Chevall.	Lecideales	Lecanoromycetes	1177079730
SRR14722319	0	1	0	0	0	0	0	0	0	0	1	Cladonia furcata	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Cladoniaceae	Lecanorales	Lecanoromycetes	2200427266
SRR14722320	6	0	0	0	0	1	0	0	0	0	7	Peltigera praetextata	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Peltigerales	Lecanoromycetes	1735397700
SRR14722323	0	1	0	0	0	0	0	0	0	0	1	Nadvornikia sorediata	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Gyalectales	Lecanoromycetes	1568205064
SRR14722324	0	0	0	0	0	0	0	1	0	0	1	Lepraria disjuncta	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Stereocaulaceae	Lecanorales	Lecanoromycetes	1072225632
SRR14722325	1	1	0	0	0	0	0	0	0	0	2	Parmotrema internexum	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1889563868
SRR14722326	1	1	0	0	0	0	0	0	0	0	2	Parmotrema arnoldii	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1898066678
SRR14722327	1	0	0	0	0	0	0	1	0	0	2	Catillaria lenticularis	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Catillariaceae	Lecanorales	Lecanoromycetes	1485406932
SRR14722329	2	1	0	0	0	0	0	0	0	0	3	Parmotrema cetratum	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	1792631532
SRR14722330	1	1	0	1	0	0	0	0	0	0	3	Pertusaria obruta	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Pertusariales	Lecanoromycetes	1445485854
SRR1531517	0	1	0	0	0	0	0	0	0	0	1	Dibaeis baeomyces	McDonald et al 2013	Duke University	third	crust		Pertusariales	Lecanoromycetes	18235852650
SRR1531545	5	1	0	0	0	1	0	0	0	0	7	Leptogium austroamericanum	McDonald et al 2013	Duke University	third	macro		Peltigerales	Lecanoromycetes	15367008150
SRR1531569	3	1	0	0	0	4	0	0	0	0	8	Peltula cylindrica	McDonald et al 2013	Duke University	third	crust		Lichinales	Lichinomycetes	11418853650
SRR1532736	1	1	1	1	0	0	0	0	0	0	4	Physcia stellaris	McDonald et al 2013	Duke University	third	macro	Physciaceae	Caliciales	Lecanoromycetes	15148872300
SRR2387885	6	1	0	1	0	0	0	0	0	0	8	Lasallia pustulata	Greshake et al 2016	Goethe University	third	macro		Umbilicariales	Lecanoromycetes	7034650998
SRR5808930	6	1	0	1	0	0	0	0	0	0	8	Evernia prunastri	Meiser et al. 2017	Senckenberg Biodiversity and Climate Research Centre	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	10528646549
SRR5808932	2	1	0	1	0	0	0	0	0	0	4	Pseudevernia furfuracea	Meiser et al. 2017	Senckenberg Biodiversity and Climate Research Centre	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	9873816669
SRR7232211	1	1	0	1	0	0	0	0	1	1	5	Letharia vulpina	Tuovinen et al. 2019	Uppsala University	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	11915952768
SRR7232212	1	1	0	1	0	0	0	0	1	1	5	Letharia rugosa	Tuovinen et al. 2019	Uppsala University	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	11983139856
SRR7232213	1	1	0	1	0	0	0	0	1	0	4	Letharia columbiana	Tuovinen et al. 2019	Uppsala University	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	12478175288
SRR7232214	0	1	0	1	0	0	0	0	1	1	4	Letharia lupina	Tuovinen et al. 2019	Uppsala University	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	12080153888
T1867	10	1	0	1	0	0	0	0	0	0	12	Xylographa_vitiligo	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Baeomycetales	Lecanoromycetes	4840140300
T1868	18	1	0	1	0	0	0	0	0	0	20	Ptychographa_xylographoides	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Baeomycetales	Lecanoromycetes	3312900600
T1881	0	1	0	2	0	0	0	0	0	0	3	Hypocenomyce_scalaris	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Umbilicariales	Lecanoromycetes	21838551300
T1882	0	1	0	1	0	0	0	0	0	0	2	Acarospora_spec	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Acarosporales	Lecanoromycetes	16086931500
T1887	16	1	0	0	0	0	0	0	0	0	17	Lignoscripta_atroalba	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Baeomycetales	Lecanoromycetes	26592286200
T1888	31	1	1	1	0	0	0	0	0	0	34	Puttea_exsequens	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Lecanorales	Lecanoromycetes	27582553500
T1889	13	1	0	4	0	0	0	0	0	0	18	Xylographa_carneopallida	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Baeomycetales	Lecanoromycetes	24626097300
T1894	19	1	0	3	0	0	0	0	0	0	23	Bachmanniomyces_S44760	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Ostropomycetidae ins. ced.	Lecanoromycetes	25018821000
T1904	14	1	1	2	0	0	0	0	0	0	18	Toensbergia_leucococca	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Rhizocarpales	Lecanoromycetes	28165630200
T1912	0	1	0	1	0	0	0	0	0	0	2	Varicellaria_rhodocarpa	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Pertusariales	Lecanoromycetes	18875462100
T1914	12	1	1	1	0	0	0	0	0	0	15	Mycoblastus_sanguinarius	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust	Tephromelataceae	Lecanorales	Lecanoromycetes	18930750600
T1916	24	1	0	1	0	0	0	0	0	0	26	Thelotrema_lepadinum	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Gyalectales	Lecanoromycetes	22997863800
TS1974	21	1	0	1	0	0	0	0	0	0	23	Imshaugia aleurites	Tagirdzhanova et al. 2021a	Spribille Lab, University of Alberta	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	11716287600
VT1	10	1	0	2	0	0	0	0	0	0	13	Platismatia glauca	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	5900310202
VT12	8	1	0	2	0	0	0	0	0	0	11	Kaernefeltia merillii	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	6037720806
VT15	7	1	0	1	0	0	0	0	0	0	9	Flavocetraria cucullata	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	6033792692
VT16	9	1	0	0	0	0	0	0	0	0	10	Punctelia caseana	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	5215367256
VT19	2	1	0	1	0	0	0	0	0	0	4	Alectoria ochroleuca	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	9363519664
VT2	6	1	0	1	0	0	0	0	0	0	8	Vulpicida juniperina	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	8660831802
VT22	15	1	0	0	0	0	0	0	0	0	16	Pseudophebe minuscula	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	4681562626
VT26	9	1	0	0	0	0	0	0	0	0	10	Evernia mesomorpha	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	7411632358
VT31	0	1	0	2	0	0	0	0	0	0	3	Bryoria fremontii	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	6757064572
VT33	1	1	0	0	0	0	0	0	0	0	2	Allantoparmelia sp	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	7017044292
VT34	8	1	0	0	0	0	0	0	0	0	9	Gypsoplaca macrophylla	This paper	Spribille Lab, University of Alberta	third	crust	Parmeliaceae	Lecanorales	Lecanoromycetes	5154969068
VT38	2	1	0	1	0	0	0	0	0	0	4	Cornicularia normoerica	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	7584511956
X1	1	1	0	1	0	0	0	0	0	1	4	Protousnea poeppiggii	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	14391347750
X10	1	1	0	1	0	0	0	0	0	0	3	Sulcaria badia	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	12114619750
X11	7	1	0	1	0	0	0	0	0	0	9	Ramalina menziesii	This paper	Spribille Lab, University of Alberta	third	macro	Ramalinaceae	Lecanorales	Lecanoromycetes	11221466500
X12	1	1	0	2	0	0	0	0	0	0	4	Alectoria sarmentosa	Tagirdzhanova et al. 2021b	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	13243158000
X13	0	1	0	0	0	0	0	0	0	0	1	Loxospora_cismonica	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Sarrameanales	Lecanoromycetes	13332657500
X14	2	1	0	2	0	0	0	0	0	0	5	Hypogymnia physodes	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	10204075500
X15	6	1	0	0	0	0	0	0	0	0	7	Schaereria_dolodes	Resl et al. 2021	Spribille Lab, University of Alberta	second	crust		Schaereriales	Lecanoromycetes	11546747000
X16	28	1	0	0	0	0	0	0	0	0	29	Umbilicaria americana	This paper	Spribille Lab, University of Alberta	third	macro		Umbilicariales	Lecanoromycetes	10450703250
X2	0	1	0	1	0	0	0	0	0	0	2	Usnea cavernosa	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	14488756500
X3	25	1	1	2	0	0	0	0	0	0	29	Platismatia glauca	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	12381879250
X4	13	1	0	0	0	1	0	0	0	0	15	Pectenia plumbea	This paper	Spribille Lab, University of Alberta	third	macro	Pannariaceae	Peltigerales	Lecanoromycetes	13287338000
X5	8	1	0	0	0	1	0	0	0	0	10	Pectenia cyanoloma	This paper	Spribille Lab, University of Alberta	third	macro	Pannariaceae	Peltigerales	Lecanoromycetes	14934984750
X7	0	1	0	1	0	0	0	0	0	1	3	Protousnea magellanica	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	12531347000
X8	3	1	0	2	0	0	0	0	0	1	7	Ramalina thrausta	This paper	Spribille Lab, University of Alberta	third	macro	Ramalinaceae	Lecanorales	Lecanoromycetes	10779976500
X9	1	1	0	2	0	0	0	0	0	1	5	Evernia divaricata	This paper	Spribille Lab, University of Alberta	third	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	12497401000
SRR13685163	0	0	0	0	0	0	0	0	0	0	0	Menegazzia subsimilis	Lendemer et al. 2019	University of Colorado, Boulder	first	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	497008648
SRR14721921	0	0	0	0	0	0	0	0	0	0	0	Enchylium coccophorum	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Peltigerales	Lecanoromycetes	1570243564
SRR14721924	0	0	0	0	0	0	0	0	0	0	0	Placidium arboreum	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Verrucariales	Eurotiomycetes	1459312320
SRR14721934	0	0	0	0	0	0	0	0	0	0	0	Sporodophoron americanum	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	331294
SRR14721958	0	0	0	0	0	0	0	0	0	0	0	Dibaeis absoluta	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Pertusariales	Lecanoromycetes	77462396
SRR14721967	0	0	0	0	0	0	0	0	0	0	0	Phaeophyscia adiastola	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Physciaceae	Caliciales	Lecanoromycetes	1620673940
SRR14721969	0	0	0	0	0	0	0	0	0	0	0	Chrysothrix onokoensis	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	885910960
SRR14721976	0	0	0	0	0	0	0	0	0	0	0	Porina scabrida	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Gyalectales	Lecanoromycetes	296490010
SRR14721981	0	0	0	0	0	0	0	0	0	0	0	Pyxine albovirens	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Caliciaceae	Caliciales	Lecanoromycetes	471270396
SRR14721988	0	0	0	0	0	0	0	0	0	0	0	Chrysothrix xanthina	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	142846
SRR14721989	0	0	0	0	0	0	0	0	0	0	0	Heterodermia granulifera	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Physciaceae	Caliciales	Lecanoromycetes	73084
SRR14721994	0	0	0	0	0	0	0	0	0	0	0	Bacidia sp. Lendemer_48883_NY-3033306	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Lecanorales	Lecanoromycetes	293341358
SRR14722001	0	0	0	0	0	0	0	0	0	0	0	Bacidia sorediata	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Ramalinaceae	Lecanorales	Lecanoromycetes	354521122
SRR14722011	0	0	0	0	0	0	0	0	0	0	0	Biatora longispora	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Ramalinaceae	Lecanorales	Lecanoromycetes	41531946
SRR14722025	0	0	0	0	0	0	0	0	0	0	0	Enchylium conglomeratum	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Peltigerales	Lecanoromycetes	116611260
SRR14722029	0	0	0	0	0	0	0	0	0	0	0	Arthonia kermesina	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	186520938
SRR14722040	0	0	0	0	0	0	0	0	0	0	0	Arthonia kermesina	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	124987532
SRR14722052	0	0	0	0	0	0	0	0	0	0	0	Physconia leucoleiptes	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Physciaceae	Caliciales	Lecanoromycetes	316871688
SRR14722053	0	0	0	0	0	0	0	0	0	0	0	Phlyctis boliviensis	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Gyalectales	Lecanoromycetes	45944770
SRR14722055	0	0	0	0	0	0	0	0	0	0	0	Pertusaria rubefacta	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Pertusariales	Lecanoromycetes	257199810
SRR14722069	0	0	0	0	0	0	0	0	0	0	0	Parmotrema subisidiosum	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	136498262
SRR14722070	0	0	0	0	0	0	0	0	0	0	0	Botryolepraria lesdainii	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Verrucariales	Eurotiomycetes	144561360
SRR14722073	0	0	0	0	0	0	0	0	0	0	0	Parmotrema mellissii	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Parmeliaceae	Lecanorales	Lecanoromycetes	151031710
SRR14722074	0	0	0	0	0	0	0	0	0	0	0	Arthothelium spectabile	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	140128
SRR14722079	0	0	0	0	0	0	0	0	0	0	0	Pyrrhospora varians	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	412660652
SRR14722089	0	0	0	0	0	0	0	0	0	0	0	Diploschistes scruposus	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Gyalectales	Lecanoromycetes	112816328
SRR14722091	0	0	0	0	0	0	0	0	0	0	0	Placidium arboreum	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Verrucariales	Eurotiomycetes	180000758
SRR14722093	0	0	0	0	0	0	0	0	0	0	0	Porina scabrida	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Gyalectales	Lecanoromycetes	86295896
SRR14722096	0	0	0	0	0	0	0	0	0	0	0	Graphis scripta	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Gyalectales	Lecanoromycetes	464830246
SRR14722097	0	0	0	0	0	0	0	0	0	0	0	Physcia americana	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Physciaceae	Caliciales	Lecanoromycetes	2126080
SRR14722100	0	0	0	0	0	0	0	0	0	0	0	Anisomeridium sp. Tripp_6040_COLO-L-0051344	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Monoblastiales	Dothideomycetes	318474402
SRR14722102	0	0	0	0	0	0	0	0	0	0	0	Solitaria chrysophthalma	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Teloschistales	Lecanoromycetes	108720
SRR14722107	0	0	0	0	0	0	0	0	0	0	0	Alyxoria varia	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	414948
SRR14722110	0	0	0	0	0	0	0	0	0	0	0	Physconia subpallida	Lendemer et al. 2019	University of Colorado, Boulder	second	macro	Physciaceae	Caliciales	Lecanoromycetes	40524172
SRR14722111	0	0	0	0	0	0	0	0	0	0	0	Cystocoleus ebeneus	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Capnodiales	Dothideomycetes	130766
SRR14722114	0	0	0	0	0	0	0	0	0	0	0	Cladonia stipitata	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Cladoniaceae	Lecanorales	Lecanoromycetes	78728078
SRR14722122	0	0	0	0	0	0	0	0	0	0	0	Ochrolechia yasudae	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Pertusariales	Lecanoromycetes	24978722
SRR14722126	0	0	0	0	0	0	0	0	0	0	0	Biatora chrysantha	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Ramalinaceae	Lecanorales	Lecanoromycetes	37783220
SRR14722134	0	0	0	0	0	0	0	0	0	0	0	Absconditella delutula	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Stictidaceae Fr.	Ostropales	Lecanoromycetes	253461352
SRR14722142	0	0	0	0	0	0	0	0	0	0	0	Acrocordia megalospora	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Monoblastiaceae Walt.Watson	Monoblastiales	Dothideomycetes	793381784
SRR14722146	0	0	0	0	0	0	0	0	0	0	0	Phaeocalicium polyporaeum	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Mycocaliciales	Eurotiomycetes	2906528332
SRR14722148	0	0	0	0	0	0	0	0	0	0	0	Peltigera neopolydactyla	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Peltigerales	Lecanoromycetes	66356044
SRR14722153	0	0	0	0	0	0	0	0	0	0	0	Sarea resinae	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		NA	Lecanoromycetes	160303412
SRR14722155	0	0	0	0	0	0	0	0	0	0	0	Umbilicaria pennsylvanica	Lendemer et al. 2019	University of Colorado, Boulder	second	macro		Umbilicariales	Lecanoromycetes	363665682
SRR14722178	0	0	0	0	0	0	0	0	0	0	0	Schismatomma glaucescens	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	2201278
SRR14722179	0	0	0	0	0	0	0	0	0	0	0	Porina heterospora	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Gyalectales	Lecanoromycetes	3349180
SRR14722180	0	0	0	0	0	0	0	0	0	0	0	fungal sp. Lendemer_46730_NY-2794914	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		NA	Unknown	42171280
SRR14722182	0	0	0	0	0	0	0	0	0	0	0	Chaenotheca balsamconensis	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Coniocybales	Coniocybomycetes	158034788
SRR14722183	0	0	0	0	0	0	0	0	0	0	0	Chaenotheca furfuracea	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Coniocybales	Coniocybomycetes	12759802
SRR14722187	0	0	0	0	0	0	0	0	0	0	0	Lepraria xanthonica	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Stereocaulaceae	Lecanorales	Lecanoromycetes	919288
SRR14722195	0	0	0	0	0	0	0	0	0	0	0	Bacidia schweinitzii	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Ramalinaceae	Lecanorales	Lecanoromycetes	17738574
SRR14722200	0	0	0	0	0	0	0	0	0	0	0	Arthonia vinosa	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	12708462
SRR14722201	0	0	0	0	0	0	0	0	0	0	0	Lecidea nylanderi	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Lecanoraceae	Lecanorales	Lecanoromycetes	13410310
SRR14722209	0	0	0	0	0	0	0	0	0	0	0	Rinodina buckii	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Physciaceae	Caliciales	Lecanoromycetes	27209898
SRR14722215	0	0	0	0	0	0	0	0	0	0	0	Buellia vernicoma	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Caliciales	Lecanoromycetes	47813244
SRR14722220	0	0	0	0	0	0	0	0	0	0	0	Lecania croatica	Lendemer et al. 2019	University of Colorado, Boulder	second	crust	Ramalinaceae	Lecanorales	Lecanoromycetes	2522304
SRR14722283	0	0	0	0	0	0	0	0	0	0	0	Cresponea flava	Lendemer et al. 2019	University of Colorado, Boulder	second	crust		Arthoniales	Arthoniomycetes	80030
